game_date,opponent,venue,inning_number,top_or_bottom,pitcher_name,pitcher_team,pitcher_lefty,batter_name,batter_team,batter_lefty,balls,strikes,outs_before,pitch_type_name,pitch_result,atbat_result,velo,pitch_locheight,pitch_locside,ball_in_play_direction,ball_in_play_distance,inplay_value,angle,atbat_result_id,autopitchtype,awayteam,ax_fts,ay_fts,az_fts,batter_team_id,batterside,bearing,carry_distance,carry_flight_time_s,contactpositionx,contactpositiony,contactpositionz,date,direction,exitspeed,external_id,game_key,gameuid,gorout_horizontal_location_intent,gorout_horizontal_location_result,gorout_score_horizontal,gorout_score_vertical,gorout_vertical_location_intent,gorout_vertical_location_result,hit_location,hitspinrate,hitter_external_id,hitter_internal_id,hittype,hometeam,inning,inning_pitch_number,inplay_value_id,korbb,lasttrackeddistance,league,level,man_on_first,man_on_second,man_on_third,outs,outsonplay,paofinning,performance_data_key,pfxx_in,pfxz_in,pitch_approach_h,pitch_approach_v,pitch_break_h_in,pitch_break_v_in,pitch_extension_ft,pitch_id,pitch_launch_h,pitch_launch_v,pitch_number,pitch_release_height_ft,pitch_release_side_ft,pitch_result_id,pitch_spin_axis,pitch_spin_rpm,pitch_spin_tilt,pitch_time_s,pitch_type,pitch_zone_speed_mph,pitchcall,pitcher_external_id,pitcher_internal_id,pitcher_team_id,pitcherset,pitcherthrows,pitchofpa,pitchuid,platelocheight,platelocside,playresult,positionatx,positionaty,positionatz,relspeed,runsscored,session_id,session_type,stadium,taggedpitchtype,time,timestamp,topbottom,tracking_type,vertbreak,vx_fts,vy_fts,vz,x0_ft,y,z0_ft
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Mason Chumley,Elder High School,False,0,0,0,Fast Ball,Strike Foul,,87,2.400,0.800,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868414,,,,1,0,,,,,False,False,False,,,,ph_27836072,,,,,,,,27836072,,,1,,,40,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:01:30 PM,1746565290,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Mason Chumley,Elder High School,False,0,1,0,Fast Ball,Ball,,88,3.800,0.100,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868414,,,,2,0,,,,,False,False,False,,,,ph_27836076,,,,,,,,27836076,,,2,,,1,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:01:45 PM,1746565305,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Mason Chumley,Elder High School,False,1,1,0,Slider,Ball,,76,3.600,-1.400,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868414,,,,3,0,,,,,False,False,False,,,,ph_27836079,,,,,,,,27836079,,,3,,,1,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:01:57 PM,1746565317,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Mason Chumley,Elder High School,False,2,1,0,Fast Ball,Strike Foul,,87,1.700,0.500,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868414,,,,4,0,,,,,False,False,False,,,,ph_27836083,,,,,,,,27836083,,,4,,,40,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:02:13 PM,1746565333,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Mason Chumley,Elder High School,False,2,2,0,Slider,Strike In Play,Ground Out,77,2.200,0.300,-7.26,119.97,Ground Ball,,2,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,6-3,,,868414,,,,5,20,,,,,False,False,False,,,,ph_27836087,,,,,,,,27836087,,,5,,,50,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:02:27 PM,1746565347,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Eli Roden,Elder High School,True,0,0,1,Fast Ball,Strike Foul,,87,1.800,0.100,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629850,,,,6,0,,,,,False,False,False,,,,ph_27836095,,,,,,,,27836095,,,1,,,40,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:02:55 PM,1746565375,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Eli Roden,Elder High School,True,0,1,1,Slider,Ball,,77,0.600,1.600,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629850,,,,7,0,,,,,False,False,False,,,,ph_27836100,,,,,,,,27836100,,,2,,,1,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:03:21 PM,1746565401,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Eli Roden,Elder High School,True,1,1,1,Fast Ball,Strike Looking,,87,2.000,0.800,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629850,,,,8,0,,,,,False,False,False,,,,ph_27836105,,,,,,,,27836105,,,3,,,20,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:03:36 PM,1746565416,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Eli Roden,Elder High School,True,1,2,1,Slider,Strike Looking,Strike Out,78,1.200,0.400,0.00,0.00, -- ,,1,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629850,,,,9,0,,,,,False,False,False,,,,ph_27836110,,,,,,,,27836110,,,4,,,20,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:03:50 PM,1746565430,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Jaden Walpole,Elder High School,False,0,0,2,Slider,Strike Swing and Miss,,77,0.900,1.900,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629842,,,,10,0,,,,,False,False,False,,,,ph_27836116,,,,,,,,27836116,,,1,,,30,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:04:13 PM,1746565453,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Top,Connor Fuhrer,Moeller,False,Jaden Walpole,Elder High School,False,0,1,2,Fast Ball,Strike In Play,Ground Out,88,2.900,-0.300,-33.28,105.61,Ground Ball,,2,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,5-3,,,629842,,,,11,20,,,,,False,False,False,,,,ph_27836119,,,,,,,,27836119,,,2,,,50,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:04:26 PM,1746565466,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Luke Pappano,Moeller,True,0,0,0,Fast Ball,Strike Looking,,82,1.900,-0.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561318,,,,1,0,,,,,False,False,False,,,,ph_27836191,,,,,,,,27836191,,,1,,,20,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:06:58 PM,1746565618,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Luke Pappano,Moeller,True,0,1,0,Change Up,Ball,,77,0.900,-0.600,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561318,,,,2,0,,,,,False,False,False,,,,ph_27836266,,,,,,,,27836266,,,2,,,1,,,,,11,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:07:15 PM,1746565635,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Luke Pappano,Moeller,True,1,1,0,Fast Ball,Strike Looking,,81,2.200,1.100,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561318,,,,3,0,,,,,False,False,False,,,,ph_27836319,,,,,,,,27836319,,,3,,,20,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:07:32 PM,1746565652,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Luke Pappano,Moeller,True,1,2,0,Breaking Ball,Strike Looking,Strike Out,69,2.800,0.200,0.00,0.00, -- ,,1,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561318,,,,4,0,,,,,False,False,False,,,,ph_27836388,,,,,,,,27836388,,,4,,,20,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:07:51 PM,1746565671,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Carter Christenson,Moeller,False,0,0,1,Change Up,Ball,,76,0.300,-0.100,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554991,,,,5,0,,,,,False,False,False,,,,ph_27836403,,,,,,,,27836403,,,1,,,1,,,,,11,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:08:18 PM,1746565698,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Carter Christenson,Moeller,False,1,0,1,Fast Ball,Strike Swing and Miss,,82,2.700,0.700,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554991,,,,6,0,,,,,False,False,False,,,,ph_27836408,,,,,,,,27836408,,,2,,,30,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:08:36 PM,1746565716,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Carter Christenson,Moeller,False,1,1,1,Fast Ball,Ball,,82,3.500,-0.700,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554991,,,,7,0,,,,,False,False,False,,,,ph_27836412,,,,,,,,27836412,,,3,,,1,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:08:55 PM,1746565735,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Carter Christenson,Moeller,False,2,1,1,Fast Ball,Strike Looking,,82,2.800,0.900,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554991,,,,8,0,,,,,False,False,False,,,,ph_27836416,,,,,,,,27836416,,,4,,,20,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:09:11 PM,1746565751,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Carter Christenson,Moeller,False,2,2,1,Breaking Ball,Ball,,71,0.700,1.800,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554991,,,,9,0,,,,,False,False,False,,,,ph_27836420,,,,,,,,27836420,,,5,,,1,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:09:29 PM,1746565769,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Carter Christenson,Moeller,False,3,2,1,Fast Ball,Ball,BB,81,3.100,-1.000,0.00,0.00, -- ,,10,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554991,,,,10,0,,,,,False,False,False,,,,ph_27836424,,,,,,,,27836424,,,6,,,1,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:09:44 PM,1746565784,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Matt Ponatoski,Moeller,True,0,0,1,Change Up,Ball,,76,2.300,-1.100,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561221,,,,11,0,,,,,True,False,False,,,,ph_27836430,,,,,,,,27836430,,,1,,,1,,,,,11,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:10:16 PM,1746565816,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Matt Ponatoski,Moeller,True,1,0,1,Fast Ball,Strike In Play,Fly Out,81,1.400,-0.100,-5.55,285.62,Fly Ball,,4,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,8,,,561221,,,,12,100,,,,,True,False,False,,,,ph_27836438,,,,,,,,27836438,,,2,,,50,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:10:46 PM,1746565846,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,1,Bottom,Corbin Shondel,Elder High School,False,Conner Cuozzo,Moeller,False,0,0,2,Breaking Ball,Strike In Play,Ground Out,67,2.400,0.800,-40.77,126.84,Ground Ball,,2,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,5-3,,,604585,,,,13,20,,,,,True,False,False,,,,ph_27836505,,,,,,,,27836505,,,1,,,50,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:11:29 PM,1746565889,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Jaren Lammers,Elder High School,True,0,0,0,Change Up,Ball,,79,0.500,0.500,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868421,,,,1,0,,,,,False,False,False,,,,ph_27836705,,,,,,,,27836705,,,1,,,1,,,,,11,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:13:40 PM,1746566020,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Jaren Lammers,Elder High School,True,1,0,0,Fast Ball,Ball,,86,3.500,-1.200,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868421,,,,2,0,,,,,False,False,False,,,,ph_27836707,,,,,,,,27836707,,,2,,,1,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:13:52 PM,1746566032,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Jaren Lammers,Elder High School,True,2,0,0,Fast Ball,Strike In Play,1B,88,2.600,0.200,22.01,212.67,Ground Ball,,11,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868421,,,,3,20,,,,,False,False,False,,,,ph_27836710,,,,,,,,27836710,,,3,,,50,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:14:04 PM,1746566044,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Carson Smith,Elder High School,False,0,0,0,Slider,Ball,,74,3.200,-0.200,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629854,,,,4,0,,,,,True,False,False,,,,ph_27836713,,,,,,,,27836713,,,1,,,1,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:14:38 PM,1746566078,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Carson Smith,Elder High School,False,1,0,0,Fast Ball,Strike Foul,,86,2.700,0.600,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629854,,,,5,0,,,,,True,False,False,,,,ph_27836715,,,,,,,,27836715,,,2,,,40,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:14:52 PM,1746566092,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Carson Smith,Elder High School,False,1,1,0,Fast Ball,Strike Foul,,86,2.600,0.600,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629854,,,,6,0,,,,,True,False,False,,,,ph_27836720,,,,,,,,27836720,,,3,,,40,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:15:16 PM,1746566116,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Carson Smith,Elder High School,False,1,2,0,Change Up,Strike Foul,,78,1.600,-0.300,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629854,,,,7,0,,,,,True,False,False,,,,ph_27836727,,,,,,,,27836727,,,4,,,40,,,,,11,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:15:40 PM,1746566140,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Carson Smith,Elder High School,False,1,2,0,Slider,Ball,,75,0.400,1.500,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629854,,,,8,0,,,,,True,False,False,,,,ph_27836731,,,,,,,,27836731,,,5,,,1,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:16:04 PM,1746566164,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Carson Smith,Elder High School,False,2,2,0,Fast Ball,Strike Looking,Strike Out,86,1.600,-0.200,0.00,0.00, -- ,,1,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,629854,,,,9,0,,,,,False,True,False,,,,ph_27836742,,,,,,,,27836742,,,6,,,20,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:16:38 PM,1746566198,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Dylan Wullenweber,Elder High School,True,0,0,1,Fast Ball,Strike Foul,,86,2.700,1.100,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868418,,,,10,0,,,,,False,True,False,,,,ph_27836749,,,,,,,,27836749,,,1,,,40,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:17:05 PM,1746566225,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Dylan Wullenweber,Elder High School,True,0,1,1,Slider,Ball,,76,0.300,0.900,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868418,,,,11,0,,,,,False,True,False,,,,ph_27836757,,,,,,,,27836757,,,2,,,1,,,,,32,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:17:34 PM,1746566254,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Dylan Wullenweber,Elder High School,True,1,1,1,Fast Ball,Ball,,86,2.200,-1.600,0.00,0.00, -- ,,0,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,868418,,,,12,0,,,,,False,False,True,,,,ph_27836765,,,,,,,,27836765,,,3,,,1,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:18:12 PM,1746566292,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Top,Connor Fuhrer,Moeller,False,Dylan Wullenweber,Elder High School,True,2,1,1,Fast Ball,Strike In Play,Double Play,86,1.700,0.300,35.27,125.28,Ground Ball,,7,,,,,,79186,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,3-2,,,868418,,,,13,20,,,,,False,False,True,,,,ph_27836770,,,,,,,,27836770,,,4,,,50,,,,,1,,,,556700,58177,,,,,,,,,,,,,mg_492436,game,,,5:18:34 PM,1746566314,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Cooper Ridley,Moeller,True,0,0,0,Breaking Ball,Ball,,74,2.600,-1.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554993,,,,1,0,,,,,False,False,False,,,,ph_27836794,,,,,,,,27836794,,,1,,,1,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:20:32 PM,1746566432,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Cooper Ridley,Moeller,True,1,0,0,Fast Ball,Strike Foul,,81,1.700,0.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554993,,,,2,0,,,,,False,False,False,,,,ph_27836798,,,,,,,,27836798,,,2,,,40,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:20:45 PM,1746566445,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Cooper Ridley,Moeller,True,1,1,0,Fast Ball,Strike Foul,,82,2.900,0.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554993,,,,3,0,,,,,False,False,False,,,,ph_27836803,,,,,,,,27836803,,,3,,,40,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:21:03 PM,1746566463,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Cooper Ridley,Moeller,True,1,2,0,Breaking Ball,Strike In Play,1B,70,3.400,0.100,20.24,156.26,Ground Ball,,11,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554993,,,,4,20,,,,,False,False,False,,,,ph_27836808,,,,,,,,27836808,,,4,,,50,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:21:17 PM,1746566477,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jovan Love,Moeller,False,0,0,0,Breaking Ball,Strike Swing and Miss,,66,1.800,0.200,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561255,,,,5,0,,,,,True,False,False,,,,ph_27836812,,,,,,,,27836812,,,1,,,30,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:21:56 PM,1746566516,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jovan Love,Moeller,False,0,1,0,Change Up,Strike Foul,,79,1.900,0.900,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561255,,,,6,0,,,,,True,False,False,,,,ph_27836821,,,,,,,,27836821,,,2,,,40,,,,,11,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:22:29 PM,1746566549,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jovan Love,Moeller,False,0,2,0,Breaking Ball,Ball,,69,0.500,1.600,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561255,,,,7,0,,,,,True,False,False,,,,ph_27836826,,,,,,,,27836826,,,3,,,1,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:23:00 PM,1746566580,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jovan Love,Moeller,False,1,2,0,Fast Ball,Ball,HBP,79,2.500,-1.500,0.00,0.00, -- ,,9,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,561255,,,,8,0,,,,,True,False,False,,,,ph_27836838,,,,,,,,27836838,,,4,,,1,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:23:19 PM,1746566599,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jake Bell,Moeller,False,0,0,0,Fast Ball,Strike Looking,,82,1.800,1.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554892,,,,9,0,,,,,True,True,False,,,,ph_27836841,,,,,,,,27836841,,,1,,,20,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:23:58 PM,1746566638,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jake Bell,Moeller,False,0,1,0,Fast Ball,Strike In Play,Sacrifice,79,2.900,0.400,-24.61,56.03,Bunt,,8,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,1-3,,,554892,,,,10,200,,,,,True,True,False,,,,ph_27836856,,,,,,,,27836856,,,2,,,50,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:24:31 PM,1746566671,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jackson Porta,Moeller,False,0,0,1,Fast Ball,Ball,,82,3.400,-0.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554985,,,,11,0,,,,,False,True,True,,,,ph_27836863,,,,,,,,27836863,,,1,,,1,,,,,1,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:25:12 PM,1746566712,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jackson Porta,Moeller,False,1,0,1,Breaking Ball,Strike Looking,,68,2.000,0.600,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554985,,,,12,0,,,,,False,True,True,,,,ph_27836872,,,,,,,,27836872,,,2,,,20,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:25:46 PM,1746566746,,Charted,,,,,,,
2025-05-06,Elder High School,Kremcheck Stadium,2,Bottom,Corbin Shondel,Elder High School,False,Jackson Porta,Moeller,False,1,1,1,Breaking Ball,Strike Foul,,70,1.700,0.700,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,5/6/25,,,,mg_492436,,,,,,,,0,,,554985,,,,13,0,,,,,False,True,True,,,,ph_27836881,,,,,,,,27836881,,,3,,,40,,,,,30,,,,629840,79186,,,,,,,,,,,,,mg_492436,game,,,5:26:08 PM,1746566768,,Charted,,,,,,,
